labels,text
joy,Black Friday shopping 
fear, whew! Have only come in contact w/ two foods (infrequently) on that list. food 
sadness,No matter how hard I try kid cudi won't retweet me 
surprise,Power outage at work . . . win 
joy,"Gotta clean my car,fix my phone screenampget some Christmas shopping in all in today's agenda "
joy,my Friday nights are spent alone 
surprise,Following  and she is pretty awesome. . . her tweets surprise me. 
joy,to sow in every heart give a true and sincere compliment to everyone you meet today. 
fear,"Afraid to love, something that could break "
fear,Bank Closure Update Heavily armed security men have been deployed to ensure orderliness. of Armed Robbers 
joy,AND I'M GOING AT TEN AND COMING BACK AT ONE! RT  NO CLASSES TOMORROW \o/ ! Joy 
surprise,happy birthday  ! ! ! ! ! love you a lot 
fear,"Christians have the of running out, but don't have the faith in running over. overflow. "
joy,"i seriously love getting free fonts online, especially when they're are Christmas themed! ! ! "
surprise, Je répond quand on ne s'y attend pas et sur des sujet auxquels on ne s'attend pas 
sadness,"Someone please please cheer me up, sudden wave of ( "
joy, my singer friend is back 
anger,There are some people in this world i'll never like. In particular people who have no idea how to not be a jackass. 
joy,"Most boring,wasted day ever and now I have to motivate myself to wake up in the morning and go to work sorryforcomplaining blahblah "
sadness,I don't have hair wax to do my hair tomorrow. 
sadness,Had to skip gym today. 
sadness,"Lmfao real talk RT  tell a barber quotnah, i'm waiting on him to cut my hairquot amp watch the expression on his face. "
joy,"Horrible mood, about to be a horrible day "
anger,Psh. Yes I have a Type A personality. . . But im working on that. issues issues. . shit I just have issues period. Lol 
sadness,kinda sad brunos leaving and we wont get home cooked meals errrdau 
surprise,"RT, follow  and WIN one of the special collector items that we are giving away to our Twitter friends! RT WIN "
joy,its almost the end of november and i still dont feel cold. 
fear,I'm schizophrenic + gay. Ordinarily just one of these'd be inconceivably difficult for a Sri Lankan family to cope with 
anger,"all his solemnity, wrote a book about the where he observed that jokes help people fend off amp "
joy,Its do joyful when your little sister comes in your room and farts 
joy,Fell asleep after I finished cleaning my room haha. Now on to the office and downstairs sarcasm 
joy,"Royal Mail literally delivered, where Yodel couldn't. New phone on charge. "
surprise,Nothing cuter than when a guy actually plans a nice evening  
sadness,quotyour personality is dead. you look dead tooquot . . . . . . . . . . . . . . . . . . . . 
joy,quotBut the secret to joy is to keep seeking God where we doubt He is. quot gifts 
joy,"Well, I got a total of hours of sleep last night. "
fear,"not afraid of tomorrow, for I have seen yesterday and I love today less "
joy,hockey game tonight 
fear,When a person gets arrested I want them to be terrified of not knowing what will happen to them in American custody 
sadness,The Pack is putting it on us and my boy is running a fever 
joy,Have u decided on he's prezzie? RT  My honey's birthday in days. . . ♥ 
joy,"Excellente! ! ! Robin, man! The things i would do for you! Arsenal "
sadness,"Panera helping teach my kids life lessons, quotsorry, we're out of cinnamon crunch bagels. quot keepagreatattitude "
fear,tattoo Tears under dey eyes. . . lol Nigga who u kill. . . ? Must b fa lol BabyGoldenLord 
sadness,Nothing compares to that terrible moment when you realize you can't hit snooze anymore and you HAVE TO get out of bed( sleepy 
sadness,"You know, Brian's bed is really lonely without him in it. He'd rather play video games. ( "
surprise,Resisting the urge to send movie In the Realm of Senses to my friend's hard drive and rename it Twilight Breaking Dawn Part . 
joy,On this fine Saturday night I shall be in the gym shootin. With my mother.  
sadness,"One of these days, we'll tire of taking digs at InsaneSibal and others. But they won't ever tire of stupidity. "
joy,"Shouldve gotten that surgery in the summer, keep having apendix pains, doctor steve here I come! "
joy,A heart that overflows wit overflows wit as well. . 
joy,"Feeling a lot of love and hope for baby Holly, the first baby born in my family for years "
anger," I love my cat too and if ou don't kick him or throw shoes at him on a daily basis, he likes you too. "
joy,Celebrate Life this is your one chance Give the of amp 
anger,Wanting to through your blackberry across the room when it won't send my messages Depression 
sadness,I hate going to sleep now. Dreaming is no longer a wonderful experience. I wake up in tears. 
sadness, Loved it . . . belgium is a pretty place . . . but sadly i had the flue ( 
sadness,My style of teasing doesnt translate very well over the internet. / 
joy,"I am filled with God's presence amp love, this brings me "
sadness,"Dada a la gran cantidad de barba que me crece, nunca podria estar en una banda como Minus The Bear "
joy,"If you feel empty, count your blessings. Then you will see how much God has been filling your cup with so much love. ) Bless Love "
sadness,I want to meet people from LOST but I probably never will. 
surprise," you did, i shall repay you with an even better christmas gift secretsanta "
joy," aaaaaaah it is beautiful, like a twinkling school of stars glinting in the christmas sky "
joy,It's raining outside and I'm going to be taking the bus to a million- and -one places today 
joy," went to dinner alone at friends new restr. . reneged invite by pseudo 'christians', hated by some for boldness in Christ "
fear,The problem isn't not knowing it's not wanting to find out 
surprise,mama found my latest tattoo. . . . . . 
joy,"Curse of the Tuesday mornings, it's looking like a repeat of last week. "
sadness,"best date eva, or crowns RT  Lmfao RT  McDonald's is fun tell em durt "
joy,Workout was good but now I really gotta focus! Enough pacing back and forth around my apartment. . . gotta start the crapload of hw. 
fear, Va pas te butter sur la route t'es censé me pecho en 
joy,"It's a beautiful morning here in I love this drizzle. Means only one thing, morning walk cancelled. YAY "
fear,Would anyone notice if they tore down the town of Reseda?  Will Reseda riot after  amp I win tomorrow? 
fear,. . I pop bottles cause I bottle my Emotions . . . at least I put it all in the open . . . 
joy,Time to go food shopping 
joy,. . I just cry RT  They need to make a finding Nemo 
sadness,Tomorrow's Sunday. . That means school Monday. 
sadness,Waited like for fcukin ever for this day and it's about fcukin some shxt that ain't even mine 
joy,"On a lighter note,it was good hearing  on YFM maobane. . Perfect for this bright awesome summer's day we got day! ! "
joy, giving shows what words can't plus it brings smile amp anticipation to both 
surprise,So it turns out that wearing a playsuit + tights really not being able to go to the loo impromptu 
joy,I no longer face my fears they were blinded by your love and fell into arrears. freedom 
sadness,Not the finish I wanted but all around good season. to season 
sadness,"Perhaps parts of the US will realize that the nd amendment is by no means absolute, and enact stricter gun control laws. "
anger,Still can't get mario kart to connect to online play! mariokart ds 
joy,getting a cold. . . . . . . . . . im going to sound even more horrible at the awards breakfast tomorrow 
anger,When you book in an anpointment. . BE THERE! And no it wasn't a different day! ! UGH-- letitout 
joy,"If anyone else but u had said that, I would have tweet-bitched u out. RT  I just shit my pants. Pure % gravy. "
sadness," Congrats! Also, my copy of your new book is missing the last page of the quotSaunaquot chapter. "
fear,Although I experienced that horrible robbery last Tuesday night. . . I will not live in ! I will overcome this eventually. 
sadness,damn just realized that I am not going to be able to watch half the hockey game tonight. 
joy,- cant wait to see these beautiful faces at parkview tomorrow ! 
joy,Friday night. . and rather than being excited to get pissed. . im sitting on ma laz at home. . 
joy,Oh boy! I get to spend all of my day at Dave's. . . 
anger,I just went Ham on these people just for texting me . . . i need management 
joy, most kind. Heating is on warp factor . I have a stein of beer and series of parks and recreations loaded up. 
fear,Lovin that Factor is coming back. One of my favorite shows. 
anger,When they have time to post a status but not text you back. . . . 
sadness, Wow orange is just not you girls color Could be worse those Stripes lol 
fear,"of turning weak at the lack to satisfy my material needs, turn down my pen and join the quotrightquot forces. "
surprise,Just heard some wild news! Can't wait til everybody hears it. 
joy,"Can't find peppermint oil, so I put lavender oil under my nose. Now to clean up. "
disgust,I vowed never to stay over at a pl where thurs so much drama and weird vibes LMAOOOO 
surprise,Baked goat cheese! D 
sadness,"Adding things to my wishlist on Amazon, things I cannot afford. "
joy,The moment when he stares another person down and you're the reason. 
sadness,"Man, these lasts two weeks have really screwed me up. Time to get back in the gym pronto! I'm officially down to a pack. "
joy,Back to school tomorrow. 
disgust, does that mean I don't have to watch and ? did u say u were able to do play wed ? replaced phone and lost data 
sadness,Stupid brother's hockey all day tomorrow ( I will leave the house at and return at ! What a waste of a day! GRR 
sadness,"I'm a pimp under pressure, leave my money on the dresser. got bitches to  needs laid now paysingum "
joy,Going to buy the best stuff for my friends and family lt I love picking out that one amazing thing and seeing them unwrap it. 
surprise,It's December ! ! The big build up to the best time of year starts here. Surreal Christmas special coming very soon we promise. 
joy,Remember to have when you're having to suck it up and push through 
surprise,I love when my mother buys me a birthday card when I'm with her. 
disgust,I am slowly turning into hump awful 
joy, Glad you are truly enjoying this season of life. 
surprise,Gay men with kids surprise . . . . . dudes stick their dick in anything think I'm lying watch AmericanPie 
disgust,Straight up hoes in ferguson! girl bouncing from guy to guy in the auditorium 
joy,"My new job description Housekeeper, Chef,Patients Care Technician,and maintenance gt_lt "
surprise,My grandparents are coming with on the cruise! ! They said they couldn't miss it ) 
joy,"A month ago today I was wandering around Washington DC carefree and giddy, today I am stressing over finals and the last week of school "
joy,Working til close tonightttt . Hopefully it'll go fast and not be too bad! ! ! anxiety 
joy,Got what looks/feels like tooth growing in a bit of my mouth where it's really NOT wanted 
surprise,"That moment you know is coming, but you thought it would never happen, and then it sneaks up and actually happens. "
sadness,eighth grade red team memories. . . 
sadness,Sooooo done with studying I need a massage and a cuddle buddy -/ mode 
joy,My theater presentation went smoothly by the way. Only one tiny mistake. My teacher taped it and we're gonna watch and self-criticize. 
surprise, hey I haven't stalked your twitter yet 
disgust,"-- ladies with mustaches, smh atleast shave them, pluck them, wax them or some shit "
joy,going to school early today. -. - 
joy,Christmas shopping tomorrow. notforreal anyone wanna come with and keep me company? please 
surprise,"Another day in Hawaii, and today was a good day, we have a surprise birthday party for my friend. party "
surprise,happy day before your birthday neil.      
anger,When you're pissed off and people don't know when to stop 
joy,"Starting the day out right with o'clock workouts, then class til "
sadness,Some fake Thug told me its lonely at the Top. . guess he meant living in his momma attic! 
fear,Wishing the  a safe trip. I know how lonely the road can be and what it does to a mans psyche. 
fear,Ik had trouwens een rare droom! no nigga Trust no bitch! 
joy,Bring to the less fortunate this Christmas by donating an unwrapped toy/food to an organization I'm with interested plz contact me ASAP 
sadness,guess my grades are gonna suck - makes me wonder why i put in all this effort ( iworksohard '( xAcsmajorproblems OMGCMU 
joy,"Finished getting everything for my adopted family  Single mom, kids, baby on the way! Hope I'm helping brighten her day! "
sadness,So wants to hit up Walden Galleria for Black Friday 
joy,"If I Had The Wings Of An Eagle , If I Had The Arse Of A Crow , I'd Fly Over Nm Ft And Shit On The Bastards Below bs "
sadness,  ohh i don't think it's as boring as my town. my town is lol 
surprise,I've been planning a trip since September for  to go to the concert in Chi - they're sold out today ( babe 
joy,"Drinking some  tea and listening to the  web stream, wishing  was here to discuss scripture with. "
sadness,"that mini heart attack you have when it says  is following you, but turns out its just a poser with the same picture. "
joy,"Instead of celebrating unemplyment by sleeping till noon, i'm at my lil sister's nusery school graduation "
surprise,Yess vandaag word echt zo een leuke dag met marly vianne isabel 
disgust,smh im really sad. the only basketball i have to look forward too is march madness? ? ? ? 
joy,quotBeauty in not in the face beauty is a light in the heart. quot -- Kahlil Gibran 
joy,A quien le diga que he cambiado ir al concierto de de la por ir a la me mata y creo que me arrepentire durante un largo tiempo 
joy,Parents evening in a bit 
joy,Couples who get married have amazing wedding pictures so much 
joy,Gym done. Uni this afternoon. Then another night of working. 
fear,Some people are conditioned to the know. What can I do about that? If you want to face me you gon' have to face your fears. 
surprise,"Nem queria ir á escola amanhã. . Mais terá pro Léo e eu já paguei, bora aproveitar o dim dim né. "
surprise,Try to do something sweet for myy bf and he has an attitude about it because I want to keep it a secret and him -. - WTF lt\ 
joy,is making his debut tonight and where am I? Or right. . . in class. 
anger,management for years didn't help me at all I think it made it worse! 
anger,Not sure why  didn't play tonight and he's our nd leading scorer. Wasn't smart and probably costed us the game. 
joy,Christmas Tonight by  and Hillary Scott is definitely my fave Christmas song today! ! 
joy,Wow! One Christmas production down. . Five to go! Whoop! This is gonna go fast! ! ! ! ! 
joy,"I have fucking study skills tomorrow, a hanging "
joy,What when we ink a biz deal. . . chirpin like a baby bird. . . what a thrill $) 
sadness,where the Man United fans at tho lol lol feel for Man City tho 
sadness,I feel like my twitter friends dont really like me anymore. stinksforme 
fear,"The of t/LORD is the beginning of Wisdom, amp knowledge, of t/ HolyOne is Understanding ~Proverbs "
joy,wow I tweeted a lot within this last hour about this premiere. . . guess I have to go back to my essay now 
surprise, Honestly Sincere - I love the song Im going to have to be the complete opposite of me when i sing it which is fun. 
sadness,My favorite barista quit when I was at school. It feels like a loved one died and I'm just now finding out 
joy,Opening up a savings account! 
fear,"Artest and Bynum for Howard is the only thing on my mind. If it happens, kobe might win more rings. This will be interesting! "
joy,Christmas Program practice! 
anger,watching a documentary on residential schools. I can't believe people would treat indigenous children this way! 
joy, I cherish every moment with my friend and its a for me. I realised how lucky I am to have them around me. 
joy,"Magical Zombie - Black, two Splenda - in cup! "
sadness, sounds solid p that's a good movie D and u just broke my heart 
sadness, we'll have a long chittychat on Skype soon. I have a migr tonight so I'm going to sweep ASAP 
joy,When I read pg or child I get that awesome feeling that I'm finalllllyyy NOT a child nor an adult ! I love my age 
joy,School was pointless today. . . Oh well. At work until nine. 
surprise,zo met oma en mam ff naar de action en nog wat 
anger,we're so fucked off. what to do with mary and beth at stupid o'clock? 
sadness,Miss it when the football aint on tv. 
surprise,   i thought mark was a clear winner . 
sadness,"I'm strong as a rock but I tell you, I do break down when people throw me down. . ☹ "
fear,"is the greatest obstacle to happiness. Too often we choose the misery we know, over the happiness we desire. . "
fear,You are supposed to come stay for a sleepover. . . in a virtual guest post with pjs kind of way. sigh  danger hurt 
fear,"quotThe family is the bedrock of our society. Unless we protect it with the institution of marriage, our country will fall. quot "
fear," not afraid of tomorrow, for I have seen yesterday and I love today lessquot beautiful words by Rev. Run! ! ! ! "
fear,The very first principle when it comes to only IMPORTANT principle. . Perfect casts out fear! Jesustweeters Jesus 
joy, HAPPY THANKSGIVING TO ALL PEEPS OUT THERE! food family blessingsquot. Have a good one -) 
joy,Surprise dentist appointment 
sadness,Twitter is freaking me out right now! Why won't you work ! I have so much to say ( 
joy,Love is the highest vibration in the Universe. It sends shivers of up my spine! Quote for love peace and joy 
joy,Love is the highest vibration in the Universe. It sends shivers of up my spine! for and 
sadness,I seriously can't open this bottle of mountain dew ( 
surprise,My oldest daughter is home for since she left for college Thankful 
joy,Gonna do what I do breast. . . . . Driving monster truck! 
surprise, J'ai une pour toi donc tshek quand t'es la lt 
fear,"Shouldnt u fear the fact ur son was caught wit a tranny? RT  not afraid of tomorrow, for I have seen yesterday. . . less "
fear,  lol don't make be get your new somali brodaas to discipline you 
joy,"Ayeeeee only days, hours, minutes, and seconds until Christmas! cheerful "
sadness, i'm appriciating you ripping the belly button apart. . . ( thanks. 
sadness,ugh it died again and my bootleg charger isn't working anymore -( 
surprise,Congrats to my wonderful boyfriend  for winning his match. . . So glad I could make it 
surprise," lmk your plans for black friday, I am thinking of actually going out to shop this year hehe "
anger,"i don't need management, i just need people to stop pissing me off | "
surprise,watching yesterday night's episode of  and flipped out when  came on the weekend update with  
joy,Watching charlie brown with my nephew not 
fear, eso e smuy facil S lo de filosofia es LARGO D muy largo S 
sadness, gotta work on this Victoria secret body of mine 
sadness, I get it only people who can review the new game to make you guys money 
joy,Love not having my sociology text book or exercise book but having an essay in tomorrow 
joy,work work work 
surprise," Drummer Boy bij op verzoek van  .  welke uitvoering, van wie? "
surprise,"Looked under the tree amp found some presents for 'amy'. Which is weird coz i only asked for one thing, amp it hasnt even arrived yet. "
fear,Bon ben je vais tenter de changer mon id psn en passant la console en chinois. . . 
joy,Spent the day in jail 
anger,My lil sister got the worst attitude an quickest temper. . . . . management 
joy,Just found out I can't sell my marketing book. 
joy,Noujaaa tweet was voor      en omdat de lazy song zo leuk is met hun «quot 
fear,I feel like if I let ppl close to me ill end up hurt and betrayed 
sadness,I did read that kimberly mcCullough was leaving the show in January does this mean they're going to make Robin die? 
joy,Do the work. Do the analysis. But feel your run. Feel your race. Feel the that is running. 
joy,"Debo admitir que amo la moda, la ropa, los accesorios, las pasarelas, los modelos, los diseñadores, en fin la moda es mi vida "
joy,Lyric quotlook a spider on the ceilingquot Me quotthere's no spider lyricquot Lyric quotjordan wiped it? quot Me quotyupquot  EVERY night . . 
joy,"interesting group for today, people to entertain and nut cases! "
fear,May go to the doctor tomorrow finally. Ugh 
surprise,"Moody's have projected our economic growth to rise by % in the new year, slower that the Gov projected - Another miscalculation. "
joy,the spread gun on Contra moment + Duck Tales after school channel + cleavage 
surprise,The feeling when you call your friend a couple of times and they don't pick and later accuse you of giving them missed calls! ! 
joy,i have a lot of planning ahead of my day tomorrow! 
joy,Driving to chapel hill. 
joy,Looking on websites for clothes I will eventually fit into 
anger,Netball tournament was good. Bloody ref giving me contact for something I didn't do! 
sadness,"Ang boyfriend di dapat gawing driver, handiman, o chimi-aa. Ginoo ko dai. Maulaw ka uy. Maluoy ka sa tao nga nabuang ra ba nimo. "
anger,Why Jesus do we have room inspections? Nothing makes you feel more grown up than some random stranger looking through all your crap 
joy,quotGreat is THY faithfulness. . . great is ThY faithfulness. . . quot D 
surprise,"Maargoed dat pap geen twitter heeft, hij weet het namelijk nog niet "
sadness,Apparently quottrevorquot means big village. . . . is that a fat joke 
joy,The only thing on my Christmas list this year is and 
joy,Atleast ur gonna b bringing in some dough RT  My boss decided to call me into work today -_- 
joy,Amen!  Become wealthy spiritualy it last longer than trying to be rich materialy! 
joy,btw I'm making happy tunes on my guitar! amp gladness 
fear,I stop myself from starting something cause I can already see how it's gonna end up ahead of me. disappointment 
joy,Let the Christmas card writing Begin! 
disgust,EWWWWWW THIS GIRL'S WEARING SEE THROUGH STOCKINGS. I don't need to see your ass tyvm. . 
joy,Finally came to this driving class. . . . With  
anger,watching this game makes me get as angry as I did when I was watching us play Boston. hate stress 
fear," not afraid of tomorrow, for I have seen yesterday and I love today less” "
joy,"sliced my finger with a knife, "
sadness,"Pat Shurmur and Colt McCoy are having a good, old-fashioned quotWho's Worse-off. quot Both of them are winning. "
joy,Just been at my grandma's for and a half hours| 
fear,is failure and the forerunner of failure. 
fear,  Bianca is so talented ! i'm not surprised . but what does that say about Maya and PLL? 
joy,"Whether the days start cloudy or w/ bright sun, commencing the day w/ a uplifts anyone.  "
joy,I Don't Feel Comfortable Calling My Father Daddy 
joy,"Not looking forward to my real estate class that starts today. Like, at all. No interest in it. Long lectures. Boring as hell. "
joy,reminding  that when he leaves high school he'll still be connected to all the drama and hell of DHS through me 
fear, bits of chat coming back to me. . . . Hope all in same state as me  no photos. . . . yet. Chocolate fingers. Right totheshop 
joy,Praise the Let songs of break forth. Sing Hallelujah. Praise His name forever more. 
fear,Getting ur history on ur computer read aloud would suck! 
fear,"I was nervous when I submitted my file for another job. I still haven't heard, but quotworstquot thing is no interview. I'm OK. D "
surprise,It is amazing how some songs are made just for moment and they stick to it for the rest of time. Medeo 
surprise,   NONE by law in Egypt it's ILLEGAL to marry anyone younger than years of AGE. 
anger,Empathy and understanding are of the most powerful diffusion tools. hr conflict leadership management teams 
anger,Funny how DJ's don't tweet back to us . . while without us . . they won't worth a thing D HAHA . . FeelsPower 
joy,A great day--my -year-old mother tried acupuncture for neck amp arthritis pain amp felt the benefits after her first session! 
disgust,You look like a damn hooker. Put some clothes on! 
anger,Whoops! You already tweeted that. YES TWITTER IK I WANTED TO TWEET IT AGAIN! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! 
anger, I suspect lots of things are causing but nice try. 
joy, don't forget next period we're working on our bulletin board 
surprise,"Quote from Moyes “I don’t know yet if there will be any money, so we will need to wait and see what we can look to do in January. "
surprise,Colis de pains d'epices de la part de les parents. Une bonne ! 
surprise,An old crush from highschool plowed my parents drive way this morning! How nice! 
joy,Break! What is the most wonderful aroma you've ever smelled? Remember amp breathe it in again. LJB 
sadness,percuma juara umum sea games tapi di cap sea games yg paling ancur spanjang sejarah ┐(´～`)┌ 
joy,The girl sitting next to me sounds like she's got an enjoyable case of whooping cough. 
surprise,Mom just told me I'm going to religion in february 
joy,if you live in San antonio Texas ) Christmas music is the best christmas 
surprise,That awkward moment when your friend plays like random people on words with friends for you. . . 
joy,"I've had one fantastic day! I cannot fit what went about into characters BUT I will say this, I'm thrilled! "
joy,"and my parents are leaving again, another week of chaos "
sadness,Today there is no hot boy in my bus. 
joy,My week is almost guaranteed to be wild. It started at a. m. when I realized most of my half-hour special had been deleted. 
surprise,Dolphins settle for a field goal 
disgust,As much as I lt the steelers. I cannot stand Big Ben 
joy,I love seeing all the christmas lights up ) christmas 
fear,Mais ça va bien se passer. . . Respire ! ! !  Ca répète quotplan à quot sans arrêt. Je ne crois pas que ce soit sexuel lgw 
surprise,-) RT   who knows what tomorrow night will bring! ! 
surprise," lol. . I know, usually, but it really was cute. Now he's gone back to his nose in the air, "
joy,I started close reading the book 'night'. i have to close read the whole thing by friday ! -___- 
fear,You should have the of losing one's softness in the heart and its hardening. 
fear,ten seconds ago. . I made my CD containing my soft copy of I freaked out the min it was out of the laptop scared 
joy,Bubba making up a song on the keyboard and singing looking at a dvd for words of inspiration 
fear,Demain j'ai juste mon bac blanc mais tout va bien ! 
joy,ITS COLD AND I GET TO WALK HOME SOHAPPY 
sadness,The trouble with normal is it always gets worse. 
surprise,i didn't crave peanut butter cookies today! 
joy,I love going to macdintons all night and being woken up three hours after I've gotten home for a family bike ride 
fear," not afraid of tomorrow, for I have seen yesterday and I love today lessquot "
sadness, I don't think we have had a conversation in quite some time 
joy,i think i'll make a rice pudding too with jam ) 
anger,People that don't know the proper way to use grammar 
joy,quotIt's being alive that makes you rich. quot ~Notes from The Universe 
sadness, yeah i'm crazy and ugly '( . . 
joy,Time for ))) season ep I think 
surprise,love typing a paper amp then later adding the double space. fartherthanithought 
joy,Locked inside  house because his house key is in my car and all his family have gone out and locked me in! 
joy,He who cannot forgive others destroys the bridge over which he himself must pass. ~George Herbert 
joy,I warned you not to watch Bachmann clips in the morning RT  and the vomiting has begun flu 
anger,So what's the point of making a bus schedule when they don't even follow it? ! ? 
joy,Re-reading Alexander McCall Smith's The No. Detective Agency Series. 
disgust,i don't understand why over weight people wear such tight clothes or let their belly hang over their jeans 
disgust,First time ever of Top Albums in US are Canadian acts. But those include Nickelback and Justin Bieber. 
joy,working my first double today. . . gonnabealongday 
surprise,lmfao meno was kicking rio tryna make him cry so i went out there n punched him dead in his stomach. dontfuckwitpapa 
sadness,When a guy says he needs a girl to be happy. 
joy,Sitting next to a room full of personal growth and laughter. . . 
joy,Let´s make about celebrating Love and Peace inside each and everyone of us. And keep the flame burning all year long! 
disgust,Wow. . . this is RT  Fellas money can make a lot of these women do anything. 
fear,"Menina de anos quotAi, eu estava pensando em ter um filho. Eu fui lá, e fiz. quot - Parabéns, fia! o. o "
joy,"Oooh man hrs of sleep, stomach ache and in the very back of a very full plane on which I had to pay for my carry-on. "
surprise,Alles staat vandaag in het teken van gedichten en door de regen en wind de stad in pakjesavond 
surprise,quand certains twittos mettent leurs vraie photo en tu ne les vois plus comme avant 
sadness,Mac Miller was/is so close to me. . if I had a car. . 
surprise,christmas can't come fast enough now that every one is talking about my big yes I get it I'm a spoiled bitch idgaf 
anger, now I went and saw Stacy's tweet myself. . . MB she is telling the truth. . . if so wtf? Imma investigate! ! detectivebert 
joy,No F's! My phone will be turned back on sometime this week. 
surprise,"a one week, thousand point rally and the FED HEADS are saying the economy is much better than expected "
sadness,I can only hold so much tears back lt/! 
joy,"Good day good day. There I said it, so now it can't be bad. Only good things today to "
joy,A reminder  THIS WEEKEND - NO Double service as advised - Normal times and places. Derry 
anger,y niggas n college. . . . . . AND STILL PRESSED smfh. RT  I remember when I was pressed for pussy. I was like 
joy,"Make God the quoteye of your stormquot and find peace, calmness, quietness and faith to SPEAK quotpeace be still, in the name of Jesus. quot DIVAew "
sadness,No amount of time can ever heal the list of your mother 
joy,Got damn. I'm tired of this shit. Bad day and now plans messed up 
surprise,Net gedanst. Heb nu een panterprint washand en zebra handdoekje -) 
surprise,Geverfde make-updoos moet drogen. . . Bijbehorende kwastjes groot uitgevallen. Wel heel leuk! 
sadness,Aaahhh! ! Im losing followers O_O annd i finally was able reach a . 
joy,Ok. . . laters. . will be checking my Facebook often today. . . Love to all. be full of and . . There will be NO ROOM for hate! 
sadness,Truth be told I miss you. . . . and truth be told I'm lying! What happened to AAR? ( 
joy, hahaha run a marathon hopin to go abroad to do some 
surprise,Hey les petits amis quoi de mieux pour commencer la semaine qu'un petit cadeau des ? ! surveillez bien . . . 
joy,My Other Bestfriends Upset So Now I Gotta Go Beat Her Ass Lmfao 
anger,your memory decides to erase itself and all your finals. 
sadness,Rewatching Harry potter part 
disgust,"Young Pregnant hoes, thats not about they biz, me. . . "
joy,Don't wanna sit through an hour of geology. Running on two hours of sleep. Still have to study tonight. 
joy,Wind blowing half a gale and sky's ominously dark. Cue lunch time downpour and insane teen squealing. 
sadness,Nothing like a good cry I guess. secrets IfIDieYoung 
joy,"Bring only good vibes and spread smiles. Little by little, smile by smile we can change the world. "
sadness,No more Pulzar FM ( another earthquake victim. Sucks 
sadness,I can't believe I'm missing opening day. But our football team needs their pep band! letsgoblue 
anger,WHY DOESN'T MY DVD PLAYER WORK PROPERLY? ? ? ! ! HitTheDvdPlayer 
sadness,another underachieving week for the fantasy team. . . 
anger, and here I was about to tweet for the wind and rain to stfu so I can go the fuck to sleep. . . 
joy,Is it just me or is  holiday tea a million times more amazing than last years? 
sadness,Wa nakapasar akong neighbor sa civil engineering exam ( 
joy,Anxiously Achingly LOVINGLY Tho firm in His precepts A contrite amp humble heart will receive boundless 
disgust,Its am! ! And I can see your armpit sweat spreading on your top like a tidal wave! ! Why the eff do U have Armpit sweat at ! 
sadness,My mom has the day off and I had to go to school today ( this sucks. 
sadness,Down to my final hours of prison break 
surprise,"Christmas presents get worse and worse as you get older, bring on this years presents. . no clue what I'm getting! "
joy, waiting for mandy. I'm going to the new moomin shop! ! ! o 
joy,Working hours today. makingbank 
joy,I've never had to be at the salon this long. Let's just say going back blonde is a process. 
joy,Great dancers are not great because of their technique they are great because of their passion. Martha Graham freedom 
joy,Congrats Becka! Don’t forget for the next days tell us what brings you for a chance to win some TBS goodies! x 
surprise,im gonna hold off any celebration of Fielder signing with Seattle until it's official. Remember all the hype with Cliff Lee? 
fear,Henry Ford quotThat thinking first of brings on of failure and this fear blocks every avenue of businessquot lean RT  
joy,Yaaay finally amd is back with the screw drivers 
sadness,maybe i should stop being weird when im bored in class so people stop laughing at me 
joy,"words down, only left to go of my media business coursework "
joy,Mas de personas para entrar a al final hemos acabado en kapi . ARE YOU READY? 
anger,Fucking fuming! ! ! Student Finance you cunts! ! ! ! ! ! 
joy,God clearly heard me when I asked Him yesterday to surprise me this week! Grabe talaga love Niya. Im in tears! quotgt 
anger,WHY IS EVERY CLASS THAT SOUNDS COOL A SOCIAL SCIENCE CORE! ! ! AHHHH! ! I ALREADY HAVE TWO OF YOU! ! 
surprise, Happy Thanksgiving! Yes the diet has to start haha fatass 
sadness,Didn't have time to watch  this weekend 
sadness,Walking into uni with a heavy heart 
joy,I'm Really Not In The Mood For ThanksGiving You Can Eat Whenever 
sadness,Lost my Beanie at school and bombed a Spanish quiz 
surprise, boo indeed. Fabulous carlas' present will be ready for the th 
joy,  I have never felt so much at someone elses success I truly love chrisrene from the bottom of my heartxALL 
disgust,just got told biggest LOL ever. some people neevr change. 
surprise,  will b here PM / but telling mum she won't b here for bday dinner 
fear,"Today, strike from your heart. We were put on this earth to live in abundance. Go forth and claim the success you are worthy of! "
joy,An evening of Street Games amp Arsenal chat with  then the prospect of a am kick off for interviewing at Plas Menai tomorrow. 
fear,"Trying to understand H'rs quotI got minequot isn't enough, they are compelled to heckle? WTF is up w/that? panic "
surprise,Writing a haphazard English paper to post rock is actually a surprisingly okay experience. 
sadness,Season finale of tonight. . . 
joy,Digestives with a cup of tea after college 
sadness," lolz, we are freaking funny. you didn't eat my lucky charms today "
sadness,this guy just gave us pop reading quizzes. . on our three pg readings. 
sadness,Leaving the beach breaks my heart 
joy,"i'm tired, my knee hurts, i've been up for hours straight, and we lost courtney. . . "
surprise,"geslaagd, morgen knutsel middag en dan nog week om gedichten te schrijven. . . pff "
sadness,I kinda wish i was black friday shopping at hot topic and looney tunes right now / 
