labels,text
disgust,A gigantic spider climbed over my face and what is more - in my own flat. 
fear,We were driving at night and I realized that a car was following us. 
shame,"Feeling inadequate in a group situation, being unable to convey my own thoughts and feelings. "
joy,When my favourite football team made a goal and was about to win the Cup of England. 
guilt,The only guilt I considered reasonable was my reproval at the end of the semester at the University. 
joy,"At a success of mine, at a real achievement. "
shame,I felt very ashamed at having got a book by force from a girl. 
disgust,"Grandfather lives in a home for the elderly. He always looks forward to visits. On his birthday (by coincidence it was on ""Mummy's day"") however, nobody went to see him. Is the own family more important than grandfather ? "
joy,When I received a letter of acceptance to CAL. 
fear,"The day I was nearly stabbed to death by ruffians who wanted to take my money. I refused to give them any money and they started running after me, I ran into somebody else's house to save myself. "
anger,"When a cousin of mine took my bottle of T. B tablets, put water in it and threw it in the dust-bin. "
shame,When I approached a person of the opposite sex and was rejected. 
guilt,I cannot recall feeling guilty in the near past. REMARK - SUBJECT MAY NOT HAVE TAKEN THE EXERCISE VERY SERIOUSLY. 
shame,"During our last exarcise in agricultural machines we went out in the yard to examine a row of machines. But we seemed not to have fulfilled our task well, because when our teacher came and asked me a question I was unable to answer. I felt awkward because he didn't deserve it. "
anger,"I wanted to clear up a misunderstanding with a friend that I had caused. A third person meddled in our conversation, turned my efforts to ridicule so that I did not succeed in what I had intended. "
joy,I realized that a fellow member had grown spiritually. I was the leader of a spiritual group and had prayed for him. He did not want to burn the incense but his mother forced him to do it. Finally his mother told him that he could discontinue if he got good results at school. 
disgust,When I felt the smell of industries that pollute. 
sadness,I couldn't be with a girl on whom I was very keen. 
guilt,Not doing something I had promised. 
fear,"When one has arranged to meet someone and that person arrives late, in the meantime one starts thinking about all that could have gone wrong e. g a traffic accident. "
guilt,Had an argument with my classmate for borrowed books. 
sadness,Finding out I am not good looking. 
shame,When my dad caught me with a honey (girlfriend) in my bedroom. 
joy,When I was accepted as a student of Psychology here at Gutttenburg. 
disgust,Disgust at a girl I know for continually feeling sorry for herself and never acting positively to do something about her problems. 
joy,Going to Chico to visit a friend. 
anger,When they denied a job to a person that I propsed giving political reasons that has nothing to do directly with the professional level. 
guilt,I felt guilty after hearing that my girlfriend with whom I had spent most of my time was pregnant. 
anger,I feel angry at people's indifference at our ability to be present at an event and to stay partial to what happens. 
anger,When I learnt that a friend of mine had talked about me to another friend and had said wrong things about my abilities and attitudes. I was very angry. 
anger,"When I was blamed for some of my attributes which are very often misunderstood, especially when one is very frank. "
disgust,Cueing in the students dining hall. 
anger,I feel a strong anger when I am treated unjustly. 
fear,"When I saw the movie ""Poltergist"". "
guilt,A few days back my mother was not feeling too well and still did all the house work. I felt guilty as I had not offered to help. 
joy,"When I met a girl and asked her for a date and she agreed, (I thought this girl would never like me), this was an emotion of joy. "
shame,"At a weekend's seminar my trousers suddenly burst, therefore I was prevented from participating in several activities. "
disgust,Some boys boasting about their ability to tell dirty jokes. 
shame,I slandered a person behind his back and he got to know about it. 
sadness,When my half brother became seriously ill with cancer and died later. 
shame,I took the tram without paying. There were many people around me when I was caught by a controller. I felt ashamed but also angry. 
sadness,My Uncle was beaten by his troublesome son. He fell unconscious and gained consciousness after some time. That time I was at school this news reached me through someone. 
guilt,"I had parked in a corner, and when I was going out I didn't watch if another car was coming and went out. The car that was coming was obliged to stop suddenly. It didn't crash but for a little. "
joy,When it appeared that I was not pregnant when I was several weeks overtime. 
joy,A quarrel was followed by the decision of leaving a person close to me. Several days later my regret was great. I was beside myself. Quite unexpectedly he came and the conflict was calmly solved. I was glad at the possibility to be with him. 
sadness,I did not like it when a little girl was crying for her dead mother and was calling her by her name. I was sad. 
sadness,My elder brother had been expelled from college and he was so frustated that he attempted suicide - he drank bottle fragments. I was very sad when I learnt this. 
sadness,"Two years ago my best friend died in an accident, just a day before my birthray. We were very close to each other and I felt very sad at loosing a close friend. "
fear,"When I was a child, I had a nightmare. At that time, I was not yet able to tell anybody about it, so I was very frightened. I could not explain myself all that and I had to deal with it by myself. "
anger,"When I was doing research a few months ago, I had asked the Institute to sponsor me for a computer course which was held in TISS. However, because of the administrative officer I could not get the money. "
sadness,Thinking about friends overseas. 
sadness,"After a disagreement between my parents, when I was alone with my father and my sister, the aggression continued, when my father tried to put me and my sister against my mother revealing facts that had happened in the past like a talk between my father and his mother in law where she told him that my mother was not quite save. "
disgust,"I realised that someone was insidiously attempting to shit me off I was disgusted with him for doing so, because I afforded him with no excuse to do so. "
disgust,"Once when I was studying for my examination, I was asked to do some work which was unavoidable. "
joy,When my first child was born. 
joy,Getting a phone call from a very old friend. 
guilt,My younger sister wanted to take classes to learn a musical instrument. One Saturday morning my mother asked me to go with her for the registration. I did not want to go so I said that there might be many bad people at the club. As a resullt my sister was scolded by my mother. 
anger,An old lady slipped and nobody helped her. 
fear,Was nearly knocked down by a car. 
joy,When I learnt that I had been accepted at the medical school. 
shame,"When I had come home drunk the day after a party, I felt very ashamed in front of my parents. "
guilt,When I moved away from home. 
fear,It was the time when I was in no position to secure a Ist class in the M. Sc exam and this was likely to affect my career. 
sadness,At my grandfather's funeral - My grandparents virtually raised me as my mother was a solo-parent and had to work. 
guilt,Not finishing homework in time. 
sadness,"My boyfriend finished our relationship when I started studying psychology in Nijegen, because then we would not be able to meet frequently anymore. "
fear,Two years ago I saw a film on the TV. Even now it makes me afraid. 
fear,"When I was very young and we moved as a family to Auckland from Wellington, this meant new school and friends (etc. ). "
anger,"When it became clear that a man had used many people sexually and psychologically, despite the fact that many people looked up to him. I understood that one could not trust him and I was forced to hide this for a while. "
shame,"My love and me rented a room in a hotel one evening. We stayed there a few hours and when leaving the hotel, I felt ashamed. "
sadness,The loss of my father as he died of a massive and sudden heart attack. 
anger,Someone talking about me at my back. 
anger,I was very angry at my father when he didn't give me as much money as my brother to use for studying. Once again my brother was better off then me. 
joy,"When on holiday in Greece I called my best friend, she told me she passed the examinations and that she had been admitted to the study for speech therapy. "
fear,Traveling as the only female in a railway carriage in the middle of the night in Italy. 
sadness,When I quarrelled with my boyfriend. 
sadness,My old teacher in primary school died. 
joy,It was the first time that I gave a birthday present to my friend. She wrote me a letter as she is my girlfriend. The content of the letter was so sweet that it made me feel very happy. 
guilt,After I had cheated my parents that I had lost my textbooks so they had to send me money. 
joy,When my love for a guy was returned. 
shame,I feel shame mixed with anger with the behavior of some incultivated people because my fiancT is a foreigner. 
guilt,Carried out a vandalistic act on some windows at an old army location. 
disgust,Finding a hair in the soup. 
shame,"I went to see a friend. There were other people, too, and everybody brought some present. I was the onlyone who brought nothing. My friend was very hospitable and did not show anything - although I knew how he felt. "
sadness,When my grandfather died. 
joy,When I got a small present form a person I like very much. 
fear,I experienced fear when I was not prepared for the final year degree exams. 
disgust,"On school, during a fancy fair, there was a stand of amnesty international. There I read (for the first time) a description of the tortures of a woman, what they did to her. "
anger,Made mistakes in exam. 
fear,"after getting a fail notice for a math class, I realized I was not doing very well in school in any subject. I began to fear failing a class or two. "
anger,When a thief broke into my house and stole some valuable goods. 
joy,My boyfriend returned after a long absence. 
fear,"On my second plane trip, we ran into unexpected turbulence. "
shame,"I had a girlfriend in the same class I was. I did not do well in my Exams, but she did satisfactorily well and was taken into another class leaving me behind. "
sadness,Getting separated from my family for a week caused me a sense of sadness. 
fear,"I was hitchhiking and was picked up by a stranger he drove into the woods and wanted to make love with me, I refused and escaped from the car. When walking in the wood and hearing the car I was afraid. "
sadness,"After having left the company of someone who gave me a lot of support and made me laugh, found myself alone for days on end. "
sadness,"I am always sad when my boyfriend goes away. He lives and studies in an other city. We have gone steady for and / years and everything is going very well, but sometime this situation makes me feel bad and very lonely. "
guilt,When I demand too much from my friends. 
anger,"When my brothers were being cruel to my boyfriend, because his flat-mate bent back one of my brother's fingers. It wasn't his fault. "
disgust,Reading literature on AIDS/homosexuality. 
anger,"When a kid dropped my father's radio cassette player, which he had just repaired. "
anger,One day I was really angry when all my food was eaten by a dog. My anger was against my mother because she was careless. She didn't keep the food in a hidden and proper place. 
sadness,The death of my mother-in-law after a long sick-bed. at the moment of dying I was with her. 
guilt,"When before the last exam I have taken, I went out instead of studying. "
guilt,When I beat up a first year student at my secondary school in my capacity as the deputy head boy. He had woken up late in the morning for manual work. 
anger,I bought a new bed for my apt. and it squeaks when you move on it. I tried to fix it but could not. 
fear,A reoccurring fear that something will happen to my relatives. 
sadness,"Finding out that the class leader can go to your lectures, and his English is worse than mine. "
joy,When I got my B. A degree with first class. 
anger,My roommate being unconsiderate. 
sadness,It was last September when I felt very sad. It was when I heard that I was not selected to study in the University of Malawi. 
sadness,"When the train taking me to my military service left the station, on the platform remained relatives, projects and goodtimes. I had a hard year ahead. "
joy,"When I got an unexpected letter from a guy, who had been my school mate. "
anger,"My mother and her friends were speaking badly about my father when they were separated, and my brothers and sisters and myself were allowed to listen. "
sadness,When my close friend was involved in an accident and passed away instantly. He had gone to buy a new car and had asked me to wait at his home so that I could see his new car. 
disgust,Over an argument. 
sadness,You ignored the fact that we could not hear you at the back. 
sadness,A friend's mother died. 
anger,My boy-friend had promised me to come home at about p. m. He did not return until midnight and had consumed a lot of alcohol. 
sadness,I remember that when my mother died the day was sad and every time I think of it I am saddened by the loss of my mother. 
joy,Got in touch with earlier friends after a long absence. 
sadness,When I had to leave home to go to some other place to study. 
guilt,As a child - accidentally stepping on a pet guinea-pig - it dying. 
guilt,"When I made love with a girl, which I don't really love. However I know that she loves me. "
disgust,At the police centre a man between - was brought in. He was very drunk and in all likelihood had not slept indoors for a long time and had relieved himself in his trousers. 
anger,Misunderstood by friends. 
anger,When during Winter the water pipes froze and we did not have any water for two days. 
guilt,I send a word to my boss through my servant telling him that I would not report for work as I was not feeling well and that the doctor had refused to give me sick leave. My intention was actually to go out of Lusaka for a week-end. I left the same day and the following morning my boss found me in Mongu. I felt guilty when asked to explain things on my return. 
disgust,It was when I drunk urine during my childhood thinking it was water. My friend had urinated in the tin. 
disgust,Saw someone spitting in public. 
shame,Felt it after I spoke terribly (got mad at) the person who is the most important in my life. 
disgust,"In a study group, a person always liked to argue on some unimportant, irrelevant and minor points. He tried to persuade others in an unfriendly way. He was obstinate and would not accept other's point of view. "
fear,"Sitting alone in a quiet room, concetrating on things happening around you. Thoughts come into my mind which make me afraid. "
guilt,"I had been together with my boy-friend for two and a half years, when he got to know another girl and not even tried to conceal that from me. I drew my conclusions and left him - I also felt a bit guilty for what had happened. "
disgust,"When an acquaintance of mine told me about the way his parents treated their sons in an unequal manner. The most successful of them got continuous encouragement, and the youngest was not encouraged and was rejected. "
sadness,My brother wanted me to buy a flute with him but I didn't accept afterwards I regretted it because he became sad. 
fear,I was alone in my room at the boarding house when at o'clock someone knocked violently on the door. 
joy,"[ When I have achieved what I wanted to achieve, I feel the above stated emotion. Also when I am sucessful. ] "
guilt,"I was alone at home when I broke a figure and then mended it. A few days later my mother noticed it and asked me about it, I told her that I had no idea. "
disgust,I was stopped from entering a party while I was at School but I had an Invitation card with me. This was done because they said I was too young to join elderly people. 
disgust,Saw a very arrogant girl walking like a queen. 
joy,When I was accepted for my third year (G-) at my former secondary school. 
joy,"I was happy when at difficult times I could find support in my friend and my fiancT, I was happy because of their spiritual and moral help which gave me new power to struggle. I was happy then, I felt it in my soul. "
anger,"A whole crowd of us went to a folklore festival. The instructor of the cast where my boyfriend played was traveling with us. We decided to catch the train that leaved early in the morning because we had business on the following day. The instructor tried to get the upper hand and made us catch the train in spite of everything, all the time he made me angry. "
joy,Having passed an exam. 
joy,"Passing an examination, although I felt sure I had failed. "
guilt,Sometime back I came across a certain man who was badly beaten by some people because he was found raping the wife of the village headman. 
sadness,"The long lasting illness of my grand-mother, and the changes in family relationships caused by it. "
anger,"I suffered from a gynaecological illness. I was quite displeased to hear that my roommates had talked about it and they had misrepresented the truth. I felt deeply hurt when I learned that it was done by a ""good"" acquaintance of mine. "
joy,I was very happy when I passed the B. A with first class marks. 
anger,"I get angry with people who attain certain status without deserving it, only with the support, authority and influence of other people. "
disgust,One time at the hospital I passed near the intensive care room. The offensive smell that came out disgusted me in such a way that I didn't even dare to enter the room. 
disgust,I felt disgusted when I was not given money for lunch at school by my father as a punishment for beating my little brother. 
anger,"I went to a lecture and once again it had been cancelled, this was the second time. One had a negative attitude towards the lecturer. "
joy,It was August th when I heard on the radio that I passed my M. C. E. exams and I was really happy and joyous because of the event. 
shame,It was when we were beaten or lost the football match by - and then I scored the third goal to my own side. 
guilt,When I had beaten my auntie. 
fear,"I was walking in the countryside alone when I came across two dogs who began barking at me. I did not know whether they were tied up or loose, but I was afraid of them approaching me. "
shame,"Whenever I am late, I feel ashamed of myself even though no one tells me anything. "
sadness,I was very sad when I was shouted at by Uncle and was told that I was not to be given school fees because I didn't go to work in the garden since I had gone to escort my sister to the bus depot. 
joy,After a difficult exam. When I had not hoped to take it and had got a high mark. When you present someone with something and he feels glad. 
disgust,"A situation of overt unfairness, manipulation of people and its consequences. "
anger,I am usually angry at myself. This happens often. For instace when I want to pet without falling in love and it soon proves that I have fallen in love with him. 
shame,Not being able to answer question in a seminar. 
guilt,"Last year I was asked to look after my niece while her mother was cooking. Unfortunately the kid fell off the bed, I was confident that she would not fall and had not been paying much attention. "
guilt,Being catched when stealing. 
joy,When people remember us and shows interest about what we do. 
disgust,"Very intoxicated men who incite each other to fight. I met a vile smelling man on the tram who got closer and closer to me till I got up, then he got angry. "
guilt,When I was young I felt guilty because I thought that I had commited a grave sin. 
anger,Receiving personal criticisms early in the morning. 
disgust,"Once I offended a friend, instead of her coming to me to ask and discuss the matter she was just telling other people about it and say all she could about me. "
anger,I got angry at a friend of mine whom I caught reading my notebook (almanach). 
shame,"Saying something quite rude, but in jest, about a photograph of someone, but it didn't quite turn out that way. "
shame,Telling friends about how my parents had been treating my brothers and sisters unfairly. 
sadness,When a colleague failed to contact me at the arranged time. 
fear,English papers are due on Friday. They are returned on Tuesday. This Tuesday I was afraid to go to class and get my paper because I knew it was bad. 
fear,"A Maori language oral test, yeaterday - Although I had studied intensely - once in the examiners room ""I blew it"" - I was so nervous I couldn't reply easily - It was very important, but I got only blankness. "
disgust,"In a disco, there was a dirty little chap who punched my bottom. "
fear,"At age my foster grandmother died, I had a fear of dying. "
guilt,Telling a lie to wife over phone about what I had been working at. 
anger,I was angry when my friends said that I should not receive Nursing Science books because there was a rumour that I was intending to leave the college. 
anger,In a discussion the leader wanted to stop because she was of the opinion that we were not involved and she misjudged our reactions as negative. We however only posed several questions which she couldn't answer. 
disgust,When my best friend started getting involved in my private affairs. 
guilt,I hapened to overhear something which I was not meant to hear. 
fear,"When I decided to leave my steady, secure employment to come to university. Because I didn't know if I could cope with all the requirements of study and also being older I didn't know if I would enjoy mixing with younger people, also financial insecurity. "
guilt,Could not help a student who needs help. 
fear,Alone in the house (late pm) I heard noises. Sounded like someone was trying to get in our back door. 
sadness,When I found that my ability to do ordinary work was worse than my fellow mates. 
shame,I was ashamed when a certain friend of mine I used to move with failed to propose to a lady yet we always said to ourselves no lady can refuse our proposal. 
sadness,I received the mid-term exam paper of one of my major subjects and I found that I had failed it. 
disgust,Listening to my roommate boasting about her new clothes. 
shame,"I was worried by a task related to my studies which had to be done in groups of two. I was talking about it to my friends when I said something negative, in too abrupt a manner, concerning my work partner. I did not quite mean what I said and I felt ashamed at having been mean enough to criticize him as he is also a friend of mine. "
anger,When the person I'm having the affair with won't talk to me in public. 
guilt,"The first time that I ""played with myself"" despite being a Christian. I had read in the bible that it was wrong to make love to someone one is not married to. "
fear,During labour when the foetal sounds became faint and there was a big alert for a forceps delivery. 
anger,When my brother did not send me the transport money to resume my studies in time at UNZA. 
guilt,"I was supposed to have done some things for my mother, but just plain didn't get around to it. "
guilt,"When some housemen told me a young girl like you should not be allowed to lecture to consultants, I was too shy to argue against them. "
disgust,When people around me did not understand me the right way. 
disgust,"When some people, including me, are treated in a way which equates them to an animal or a thing. "
disgust,"When I was in the army, we got a certain dish for dinner that I do not like at all. We were not obliged to eat, but I was very hungry. "
sadness,"I was together with my family one night, a few days after my father had died, during that conversation I expressed my displeasure because nobody understands me. "
anger,When we rearranged furniture in our flat and got stuck in a chair. 
fear,"When I saw a TV program on the North American military plan called ""The startwar"". "
shame,When I do not succeed in making myself clear to other people. When they do not understand what I say. 
fear,"Together with a little brother I biked on a lonely road in the Polder. Then we were annoyed by a boy on a motorbike he took over, stopped, took over, etc. Then we saw he had something in his hand, we turned until we came across a man, who accompanied us. "
joy,When I passed my final examination at school. 
sadness,For the girl who halped me go on living and made me happy - when I don't see her even for two or three days. 
fear,Travelling by coach on a rather narrow and wet road. 
sadness,I put in two years of hard work and it was neither looked at nor appreciated. 
sadness,My uncle died - I felt sad at the funeral. 
joy,When I read the newspaper that morning I found my candidature number on the admission list of the Chinese university. I was satisfied and happy and the cumulative anxiety disappeared. I only wanted to cry out that I had succeeded. 
joy,"In the army, my result at the shooting exercises got me a three day furlough. "
joy,I felt joy when I heard over the radio that I had been successful in my Primary School Leaving Certificate Examination and was selected for Secondary School. 
shame,Not collecting homeworks in time to give the teacher. 
guilt,"I was spending a few days at my aunt's place. One night I got home very late, I had told them I was going to a party but I went to another place. They were very worried. "
fear,I was sleeping in my room but woke in the middle of the night to think I could hear noises and see shadows moving. I felt that someone was in the house. 
joy,"A holiday at a whitesand deserted beach. A cool evening near the end of summer and we had a fire in the sand - toasted marshmellows, cuddled and drank champagne. "
shame,I got into a tight pair of trousers and examined myself in the mirror. My back looked unpresentable and I felt ashamed at my wanting to wear those clothes that day. I quickly changed into another dress. 
guilt,When I was a child I often quarrelled with my younger sister. Once I became so angry that I slapped her in the face. She cried and shouted so that my mother came in and scolded me. 
fear,Movement in bush late at night while camping. 
shame,"When I met a friend whom I had not seen for a long time and heard all about her troubles, I thought that I should have got in touch with her earlier. "
sadness,I was forced to leave an unforgettable friend. 
fear,"I was walking alone in the street late at night (. am). It was very quiet. Then a man approached me and said ""Hello"". "
anger,Someone signed up for a workshift at the co-op where I live and she did not want to work the switchboard. I became very angry. She had mentioned earlier that she wanted and needed the workshift to me so I did not sign up. 
joy,When my boyfriend came form Rumphi to Lilongwe for a visit I was very happy to see him and couldn't believe it was him with me. 
shame,When I did not inform my friends of my forthcoming birthday. 
joy,Article published. 
shame,When coming up for trial because of shop lifting. 
anger,I had an appointment with someone at a certain time. The other person didn't appear. 
joy,When I recently got an appartment in central Gottenburg. 
anger,People not resprcting my opinion. 
guilt,When I made an excuse to get out of participating in an important family occasion that I should not have missed. 
shame,I was drinking a glass of wine and eating something when there suddenly appeared pictures about the famine in some parts of Africa. 
shame,Criticized in front of the class. 
sadness,Death of brother. 
shame,When I forgot about a meeting at work. 
sadness,When I learnt that a boy I liked had been with a girl for three years. 
shame,Failing in the English language exam. 
disgust,I was told I shouldn't visit my sister because the holiday was short. 
sadness,At the beginning of the year I moved to a new city - I felt sad as I had to leave many friends and family members behind. 
joy,"When I stood first in the B. A exams. Earlier I had heard of these boys and girls who were toppers, but when I first heard of me having topped I could not believe it. "
joy,"Being reunited with my family after not having seen them for years, at the airport. Sheer elation at getting through the ""paper work"" collecting bags and the anticipation of coming through the customs gate. "
shame,I felt it when I felt that I was being observed as an object of pleasure (sexual) when I opened and took off a shirt in a classroom at P. V. C. 
sadness,I experienced this when my maternal grandmother passed away. She was the last of my grand parents to pass away. 
sadness,To say goodbye to dear friends after the holidays. 
shame,Sending pictures home when I'd put on so much weight. 
shame,I felt ashamed of feeling sorry about myself when I passed through the situation of being betrayed by my girlfriend. 
joy,"When my nephew was born. The birth was hard, it was a big baby. "
sadness,When someone I love told me that she did not love me anymore and that she wanted all the snaps that she had given me in exchange for the ones I had given her. 
shame,My friend told me in a fairly loud voice the blunders she committed last night. 
fear,I had to call someone and make an appointment for a conversation. I was very afraid to fail. 
fear,When I was caught in an elevator and it got stuck between floors. 
fear,In a flat in Sydney - rough area at home on my own - the flat had been burgled the night before and no way of locking the door. 
guilt,Decided at the last minute not to do something that I said I would do with a person. 
shame,"When I was little and didn't own up to placing a lolly on the varnish, this pulled it all off and I didn't admit my guilt. "
joy,"Last night I had a chat with a fellow student. I had known her for about half a year, and for the first time we were speaking ""the same language""- meaning an inspiring discussion and encounter. "
shame,"When I was young I was playing football near my parent's house and while playing I fell on the ground. At first I thought I was not seen by anybody, but when my mother laughed I felt very ashamed. "
sadness,"My mother kicked my surrogate father out and he in turn did not care for the dog, Afthur, he bought for the family. His lack of concern lead tho Arthur's death on the freeway. I loved Arthur like a brother. He was easy to talk to. "
sadness,"I was watching a sunset after my latest boyfriend left me and I realized that we would never watch sunsets again, probaly never see eachother again and none of it mattered. "
shame,"On the way back from a Summer spent in Sweden, I drunk with a man in the train. I had drunk so much that when I got home I fell asleep in the entrance hall. I have never drunk that much, neither before nor after that incident. I was ashamed because my mother and my sister had to see me in that state and my father had to carry me to bed. "
shame,"I feel shame every time I think of very dear friends of mine abroad who were family to me for a year, and now years later, I have attempted, but have not actually gone through with corresponding with them, to express my feelings and gratitude. "
joy,During the summer I received grade cards from my TA's. I expected a B no better in Computer Science. I looked at the card - I got an A - I was ecstatic. 
sadness,"[ When someone tells me something that hurts me, I feel bad about it and also feel sad. ] "
anger,When I read about Reagan's tactical decision concerning the South African boycott. 
shame,When I had to act alone a character for a public ( people). 
joy,When I got my results - I had passed the form III exams. I had not expected to do so well. 
disgust,"When I had to sleep in a bed at a hostel, which was full of dirt. "
shame,"I was sitting in a restaurant with friends. They asked me something which they thought I should know. Actually I know it, but at that time I was not able to remember it. "
joy,When I was selected for the university. 
disgust,An Engineer I know wants war so he can get a job making bombs. 
disgust,Given duty by the leaders which I do not like to do. 
joy,When I passed an exam. 
sadness,"My father resigned from work, and soon after this his elder brother died. The next day my granny died (my mother's mother). My dad remains the only living member of his family. "
fear,On the way home one Friday night in the heavy rain the car acquaplanned. I lost contact with the road surface for a few seconds. 
anger,Being refused to attend the neuropsychology lecture in the medical university. 
sadness,"A few years ago my mother suffered from canccer and died within two years. We had not finished our studies then and could not bear our responsibilities as her children. My mother had tried her best to take care of us but she lived in pain these two years. Neither the doctor nor we could do anything for her as cancer is incurable. I was very eager to replace her in suffernig , even die instead of her. "
shame,Once I answered my father rudely. 
shame,After a party in which I made love with a boy in public. Later on I heard that others were talking about me and called me a slut. 
sadness,"When I began to read a thick book, which I had a limited time to read. Also when I have a lot of work to do and I cannot keep up. "
anger,Deliberately provoked by someone close. Angered by the deliberation not the provocation. 
anger,Yesterday I read in the newspaper that a year old woman had abused her month old son and had caused his death. I was very angry after reading this as this is not a human act and to abuse so fragile a life is not a forgivable sin. 
guilt,When I lied to the physiology teacher. 
sadness,My father died. I was away at the time and did not know until two days after. 
disgust,When I was the South Koreans on the TV. 
joy,"When I passed the whole weekend with my boyfriend, coming back home on Sunday afternoon he met my parents for the first time. "
anger,My bicycle was demolished. 
guilt,"In some special circumstances l lied to my parents, then felt guilty so I told them the truth and felt free. "
disgust,When I was about to clean the draining board and saw it looked underneath the sink (I live in a students hostel). 
fear,I was teaching someone to drive and when we were about to crash I was scared. 
guilt,I am not good enough for your experiment I am doing. 
joy,When I passed the driving test after three failures. 
fear,Before knowing my marks I was not sure that I wanted to go to that class. 
anger,"My nephew is a deaf and also ""hyperactive"" boy. I had been responsible for looking after him for a full day, and was very tired. Then he suddenly grabbed a knife and stabbed me in the leg. I got so angry that I didn't feel any pain. "
anger,"When I was doing my last year at Secondary School I was robbed of my clothes, wristwatch and my pair of shoes. After investigations it was found that all the things were stolen by one of the boys in our hostel. "
shame,It was when my father caught me with a girl in dark corners and asked me what I was doing there. 
fear,"Being alone in Europe and having to catch a train and bus to the airport, then board the plane alone. "
fear,"After going through a glass door, I sustained a number of serious cuts which were gaping open. "
shame,I overreacted towards my mother and felt ashamed afterwards. 
joy,When I passed an exam. 
shame,"When I stayed on a nudism beach, a man was watching me in a disagreeable way. I had the feeling that he was examining my body. "
sadness,When I was told that my uncle had passed away. 
guilt,"Due to laziness, I failed the term studies completely at University. I also wanted, to some extent, to protest against my parents' expectations. "
disgust,"One day when I was sitting in a not very crowded bus, a middle aged woman was standing beside me. The person sitting next to me got up to get off and this woman pushed me and occupied the seat. Then she took off her shoes and put her feet on the seat. "
anger,When I was accused of having planned my friend's outing at secondary school (boarding) as we were not allowed to go out. 
fear,"When somebody broke into our home one night when my mother was out, and my sister and I had just gone to bed. "
disgust,I saw some images of a decapitation in a horror film. 
joy,The feeling of joy when again I had confessed my sin and experienced God's forgiving grace and cleansing power - total enlightenment and freedome - bliss. 
anger,I feel anger when things don't come out as I wish. 
disgust,"I happened to see two boys fighting, one of them fell down and hurt his head. The other one used this to spank the head of the boy on the ground. "
shame,When I made a fool at an examination. 
disgust,A friend of mine had sex with someone of a different race on a Winnebago trip down to USC in front of everyone (all my friends embarrassed my sorority house name). 
anger,"When my friends left without waiting for me, after we had arranged to go out together. "
guilt,When I tell someone no. In other words when I refuse to do something although I could have helped him. 
sadness,"I had a good relationship with two friends. Once without reason, they clearly showed that they thought I was naive, dull and unable to take care for myself, while I expostulated that I could manage things. "
fear,"After seeing a horror film - Omen. I could not sleep at night even though I closed my eyes. The last scene of the film kept coming back to me, I seemed to hear the girls in the film shouting at the devil. The devil did not have any expression on his face and I thought that he would choose me. "
joy,I unexpectedly got a present from my father. 
guilt,My mother wants to talk very often about her life. I dislike this because she always talks negatively about the same people whatever I do it doesn't help. 
disgust,"When I was getting up, I found a live cockroach in my bedroom. "
disgust,"I found out accidentaly that while my uncle was away in Canada, my aunt had been bedding a young man on a regular basis. "
sadness,Saying goodbye at the airport to my boyfriend who has to go to school back East. We are very close and have been together years. 
shame,When my friends were rude to a girl. 
disgust,"Viewing the nuclear war film ""Threads"". "
fear,Before my final examination. 
anger,When I told off a computer teacher who did not want to teach me beacause of prejudice. 
guilt,"When I was fighting with my elder brother I unintentionally hurt him in the eye with a wooden bar. I felt guilty and feared that he would be blind, fortunately he recovered after days. "
fear,"Before getting back the results of a test in school, when I had worked very hard and was worried about not succeeding. "
disgust,I hate hypocrisy. My friend (girl) tried to intrude into my affairs with my future husband. After that she behaved as if nothing had happened. 
shame,When I went out with a friend of mine to meet her ex-boyfriend who didn't know that she was engaged to be married. 
shame,When I saw my father coming out of the bathroom. He thought that he was alone at home and came out without his clothes. 
guilt,"Boyfriend doing cleaning in situation where it was my job to do it. Later snapped at him over trivial thing. He looked downcast. I felt guilty - ""he's just done all that work for me"". "
fear,"When I dream of anything terrifying I used to have fear for the rest of the day that the dream might come true e. g. , being beaten (or eaten ? ) by a snake. "
anger,When being made look a fool by the teacher in front of the class during a turn. 
fear,Before an exam in logics. 
joy,Saw on TV China winning the gold medals. 
anger,When I first saw a person begging. 
shame,"When I realised that I had become too emotionally involved with the person I'm going out with, and when I began to like someone else and questioned whether I really care about person I'm with. "
fear,Heard some ghost-like noise at night. 
anger,When I was the target of a great many insults and completely unfair accusations of a large group of people. 
anger,I was very angry when I heard that my brother was beaten by his friends. 
fear,I felt fear when my friend and I broke into an abandoned military base in Los Angeles this summer. I feared because I didn't want to be caught. 
disgust,I felt disgusted when I was in a helpless position at the loss of my fiancee. 
fear,When my dog ran out on thin ice last spring. 
guilt,"When as a year old, I stole money from my mother. "
sadness,When I heard that my father had passed away. I could not eat for a week and was only crying. I could not find the courage to go to bath. 
guilt,Once when I complained I caused a great discussion between my parents. 
joy,My boyfriend made me a proposal. 
guilt,The time that I had to put my dog to sleep. 
shame,Several years ago I was caught riding the train without a ticket. The station-mistress treated me like a criminal almost. 
sadness,"Departure of a very close friend - for a long stay overseas, sharing in the sorrow of her parents who were left behind. "
sadness,When I saw my niece ( yrs) crying in the hallway for her mother who had passed away about a month ago. 
shame,"After a party I spent the night with a friend. We both were drunk, the morning was disillusioning. A friend was me leaving the room and I felt shabby and immoral. "
